"n.sites","site.type","n.count","beta.1","beta.0","alpha.0","alpha.1","m.AV.low.beta.1","m.AV.med.beta.1","m.AV.high.beta.1","m.C.low.beta.1","m.C.med.beta.1","m.C.high.beta.1","m.AC.low.beta.1","m.AC.med.beta.1","m.AC.high.beta.1","m.AVC.low.beta.1","m.AVC.med.beta.1","m.AVC.high.beta.1"
50,"nmix",3,0.3,1,-2.19,3,0.0575670113562871,0.315550985507032,0.549222879652238,0.139673439761567,0.311300109400547,0.494788012446732,0.138246301880222,0.316827909848598,0.489661840862365,0.138896581545771,0.319461026840021,0.491608358888719
50,"nmix",5,0.3,0.2,-2.19,1.2,-0.0751958990019662,0.269939499020423,0.660835360147681,0.00726882564924124,0.284308142093099,0.59101566261571,0.017871911770903,0.283802256378424,0.574146792664951,0.0231902214782861,0.292622826028135,0.570400633974862
50,"nmix",5,0.3,0.2,-2.19,3,-0.0423453197499692,0.325194176811286,0.660004409894471,0.059960591396049,0.31682759682196,0.576977455913473,0.0609718347081153,0.317467263565314,0.576350147859995,0.0613596257678958,0.317846815880336,0.577931224767077
50,"nmix",5,0.3,1,-2.19,1.2,0.0553869176217157,0.295839084596714,0.543035809103861,0.0769968855926655,0.29288608795987,0.493525745810263,0.109742306454835,0.291515684649063,0.476105968795979,0.107216493096459,0.298102497011113,0.477405247892542
50,"nmix",5,0.3,1,-2.19,3,0.0682230503818848,0.306771531452887,0.545842602259141,0.130104540776309,0.302876914247508,0.474937550281594,0.134500620039666,0.300884055385731,0.472726099817518,0.131948608644296,0.302845442394603,0.468424456758631
100,"equal",3,0.3,0.2,-2.19,1.2,0.122090807962979,0.303274379830179,0.489152216777098,0.0703191913040178,0.302717315778746,0.544109400051493,0.12076788160858,0.297111543434315,0.485200462133247,0.12488296849308,0.304851344233454,0.484102538501433
100,"equal",3,0.3,0.2,-2.19,3,0.131609720225966,0.299469799459291,0.47522450186376,0.125653402873627,0.30827985465175,0.49394613014482,0.134184042428587,0.305737132285248,0.481020647537992,0.130457485622225,0.304974283346385,0.474244465541565
100,"equal",3,0.3,1,-2.19,1.2,0.182207603998353,0.298464964700366,0.409758660435492,0.143011047901505,0.306527612116479,0.459552665127276,0.175355859224889,0.290986024669449,0.410258780130976,0.18062641257686,0.291857043686394,0.409920600161025
100,"equal",3,0.3,1,-2.19,3,0.186453600309905,0.301976266062099,0.416062136776902,0.182931319035856,0.302471314312866,0.422311582023312,0.188364752257983,0.30011157305235,0.414613464197025,0.187820704812699,0.302511023248596,0.413955775274246
100,"equal",5,0.3,0.2,-2.19,1.2,0.110240333261118,0.286638997271471,0.466363730579797,0.100072461104885,0.302931241605806,0.513226466406843,0.115771172611459,0.29040320006497,0.462664243569262,0.112313054837885,0.291188165694122,0.4705487307349
100,"equal",5,0.3,0.2,-2.19,3,0.101804778803442,0.279161108640077,0.466766242506282,0.103298603037702,0.277980651792127,0.467162677176301,0.0997933795174854,0.283105892380837,0.466957053054509,0.0988786809153912,0.280053015324458,0.464316465865058
100,"equal",5,0.3,1,-2.19,1.2,0.17346490234285,0.291917529985603,0.413352226008423,0.152376440131846,0.297621850358055,0.445197663438878,0.174377881295503,0.298687452905214,0.416774975788843,0.170625824826501,0.291691310541136,0.417251297964606
100,"equal",5,0.3,1,-2.19,3,0.183117691954809,0.299237104308944,0.414875072989807,0.179931361798495,0.299952799256717,0.421708549827051,0.179042423932412,0.297801965914801,0.411558527881339,0.182604841740292,0.300538018414113,0.414379768602995
100,"acoustic",3,0.3,0.2,-2.19,1.2,0.113639055307104,0.292385074067921,0.467580514237074,-0.0332450493165527,0.295578715244491,0.642247048875041,0.11888937881089,0.297641310807011,0.485997177154367,0.110517387099415,0.295045401005441,0.471217025825799
100,"acoustic",3,0.3,0.2,-2.19,3,0.103967793298269,0.2791307194329,0.464189056410616,0.0105898954885242,0.269713230155167,0.54331205119867,0.0983399624339052,0.275410105473799,0.456995976378686,0.102125658365348,0.278298338627369,0.459602489290824
100,"acoustic",3,0.3,1,-2.19,1.2,0.166623715491138,0.288907999863214,0.408676121722692,0.0726772012624318,0.295867612819422,0.510998472573647,0.166831057118718,0.290426342533297,0.414551013643222,0.171856713235714,0.28616236008351,0.406113329847289
100,"acoustic",3,0.3,1,-2.19,3,0.178996029534113,0.298007118769693,0.422154362094243,0.111545743653525,0.303290316771861,0.486100514766391,0.178987823204004,0.30026908261624,0.421577149710602,0.179033657477889,0.302323223583685,0.418940258319776
100,"acoustic",5,0.3,0.2,-2.19,1.2,0.105819460529642,0.288999183772516,0.467229591913489,-0.0029222549004772,0.293519632112764,0.576377598272529,0.112818232674079,0.296283642760701,0.480548005368667,0.100891197579561,0.289095105007655,0.468566375178725
100,"acoustic",5,0.3,0.2,-2.19,3,0.122187380517749,0.302828667551519,0.476875092118349,0.0524761853561155,0.318255130879516,0.578848425027851,0.129168790426231,0.304611635539088,0.482077331824319,0.125813545715279,0.30505148458478,0.474282846927849
100,"acoustic",5,0.3,1,-2.19,1.2,0.17753325359631,0.297040022072592,0.414049295869877,0.100636406928751,0.29915639492936,0.496772079146553,0.178402801135341,0.294957254287882,0.416006822715317,0.178035748930633,0.296842482557311,0.416087851300419
100,"acoustic",5,0.3,1,-2.19,3,0.195554150920337,0.307048842958875,0.423930515868501,0.123791694353997,0.301418104050092,0.465061255550499,0.192800779731688,0.308690827539724,0.420812493386263,0.193882788052861,0.30829160253892,0.420275431400134
100,"nmix",3,0.3,0.2,-2.19,1.2,0.0866906000024255,0.330133415360177,0.578464603298815,0.0736061322353853,0.309277769841404,0.548356595469001,0.102952137478928,0.307364877436896,0.510293075081177,0.10404695042513,0.305469441771753,0.507541331729934
100,"nmix",3,0.3,0.2,-2.19,3,0.0379919256494192,0.28630984809119,0.53948334703387,0.125255400965905,0.304864001309532,0.479578165232523,0.13750582582477,0.306932535625003,0.479954888278088,0.133659355101672,0.307021404430395,0.477900412243211
100,"nmix",3,0.3,1,-2.19,1.2,0.140245726859844,0.299432888541585,0.458244517132539,0.126272998544403,0.275253876388752,0.427804818874135,0.161905780265567,0.292125418105216,0.427144619189737,0.161091500141539,0.292727360745618,0.424253765954304
100,"nmix",3,0.3,1,-2.19,3,0.135971476374914,0.309150326796811,0.476653776609483,0.185201512448327,0.305639503639381,0.423734895194065,0.180247317430174,0.296523893642379,0.418740445286307,0.182700470995551,0.298488042747916,0.421828146334926
100,"nmix",5,0.3,0.2,-2.19,1.2,0.0319175152213957,0.283694270897621,0.542162600302613,0.105070533421026,0.318969983803879,0.517865117879132,0.105738124324045,0.306835698629398,0.495974494674201,0.106640855421853,0.302946248281585,0.497548208508829
100,"nmix",5,0.3,0.2,-2.19,3,0.0291664439640711,0.290028839763606,0.547290108157932,0.124942343027805,0.302956296471908,0.47931517185386,0.120814440382929,0.304446644281898,0.477067201223335,0.11996264212244,0.301915349044604,0.48105053303746
100,"nmix",5,0.3,1,-2.19,1.2,0.122258880444891,0.299097336575654,0.465650415483822,0.150627041177265,0.295165668738783,0.434205886479896,0.16798056045394,0.294087802421677,0.421289198460643,0.16647888346068,0.294045796110342,0.427990124913724
100,"nmix",5,0.3,1,-2.19,3,0.109535948210645,0.281751066729763,0.451591128156946,0.179055549812,0.302813741116095,0.427350518540343,0.185730818729949,0.302509414730839,0.425111006087053,0.181131057342663,0.302613132308312,0.425199706617446
